5.813184043969622534e-04,-5.008349563938665778e-04,1.418384255634094803e-03,1.520111464230217840e-04,-5.400120543923921535e-04,-7.548776493369926390e-04,-3.191982628818044619e-04,5.775560728339527473e-04,4.887466137641622958e-04,1.001188438242342667e-03,-7.470785559990707637e-04,7.981792827900817053e-04,3.061223131810234129e-04,7.540444089659490432e-04,1.335192628647471779e-05,-2.713913633812825880e-04,-6.562428201556515326e-04,-1.431803368994669231e-04,2.070386734463421682e-04,3.805809578588688195e-04,3.295087084221440840e-04,2.950275788553351447e-04,1.760776049317060610e-04,-6.641875074433091627e-04,-1.005422411044786489e-03,3.064994226125458232e-04,-5.354293841032149861e-05,8.330123478335056501e-04,1.080799753323452789e-03,4.175785051206263622e-04,4.810298466776057166e-05,9.060074007004771809e-05,2.335835547793301036e-04,1.041511626179177042e-03,1.011592543468881186e-03,-7.174741476472071321e-04,6.456685383875259256e-04,1.308774933388179426e-03,3.071618608425109582e-04,4.968822058518362591e-04,-2.720727372704239447e-05,2.958844691570713210e-04,5.838359696295621851e-04,7.886927375889558585e-04,4.608935237647562096e-04,6.116008168487092605e-06,9.947890834804914463e-04,4.626723066799469180e-04,3.059538072054918774e-04,7.132808255598971922e-04,1.609436115196102336e-03,-7.189131433991017900e-04,1.131787032636765453e-03,6.036750079108182097e-05,5.400103450991791069e-04,5.455201805327652455e-04,5.919051011764357110e-04,5.654152752911315721e-04,2.248107572173017302e-04,4.950674948050523680e-04,5.581204639674300708e-04,4.782165566491521774e-04,1.686558091816965058e-04,3.097971449462624599e-04,0.000000000000000000e+00,0.000000000000000000e+00
6.954129420340208470e-04,-5.991529807451037668e-04,1.696803904264877370e-03,1.818408653623629920e-04,-6.460135715291628325e-04,-9.030548433512024893e-04,-3.818900197217150560e-04,6.909105687403457093e-04,5.846564788177134727e-04,1.197707140729724860e-03,-8.936700007070054724e-04,9.548850967847134254e-04,3.661930926162956638e-04,9.020307908242528256e-04,1.596608824570714454e-05,-3.247139486795987649e-04,-7.850560799133684707e-04,-1.712959521911443109e-04,2.476615881317548173e-04,4.552576624685687528e-04,3.941776196488696541e-04,3.529499900214232654e-04,2.106431759121267662e-04,-7.945702132936105066e-04,-1.202820476250796239e-03,3.666337821550026558e-04,-6.410544261076921320e-05,9.965461465414877755e-04,1.292934612038553876e-03,4.994717470204949709e-04,5.742686009873229614e-05,1.083510260633694598e-04,2.794449430563880838e-04,1.245956741903180053e-03,1.210178800163793419e-03,-8.582941208086710154e-04,7.723887850777117620e-04,1.565677171229488615e-03,3.674584124280630328e-04,5.944044091886863893e-04,-3.252866051007608140e-05,3.540094067400206975e-04,6.984294835943724231e-04,9.435092533401895744e-04,5.513890620966272133e-04,7.351383238783459744e-06,1.190059166274274119e-03,5.534760227300757540e-04,3.660018976309844835e-04,8.532485901877551399e-04,1.925417298547393418e-03,-8.600351476767566618e-04,1.353937763451726903e-03,7.220037609182851737e-05,6.459940631195385625e-04,6.526020591374291765e-04,7.080775913584109061e-04,6.763737352505846696e-04,2.688982702384889209e-04,5.922577744861851502e-04,6.676708379863952091e-04,5.720401882773620220e-04,2.017125357772262646e-04,3.705315975392444914e-04,0.000000000000000000e+00,0.000000000000000000e+00
8.091732747168303925e-04,-6.971831133542183553e-04,1.974408075279451922e-03,2.115831651972369088e-04,-7.517046968624947496e-04,-1.050798118781844743e-03,-4.443982425406562157e-04,8.039330523885757388e-04,6.802853866223828542e-04,1.393650239837208437e-03,-1.039832181706873589e-03,1.111131922457519886e-03,4.260878785609373406e-04,1.049583702871161863e-03,1.857253443097142928e-05,-3.778804422314565128e-04,-9.134921365411982847e-04,-1.993292827031601050e-04,2.881654684947548752e-04,5.297155895334500989e-04,4.586570649462265751e-04,4.107026988468856195e-04,2.451074594771892028e-04,-9.245711276029932842e-04,-1.399640489087798862e-03,4.265919649601873122e-04,-7.463708658553063965e-05,1.159600937780050876e-03,1.504448124989599860e-03,5.811250850913423282e-04,6.672336552723713164e-05,1.260492501598235867e-04,3.251719704669670083e-04,1.449803050611918895e-03,1.408183408497269565e-03,-9.987017251390499940e-04,8.987378386612558234e-04,1.821826969861131858e-03,4.275783281138245402e-04,6.916409375725247020e-04,-3.783449972163428217e-05,4.119640959237026983e-04,8.126873411387856025e-04,1.097872301974543848e-03,6.416195025440349885e-04,8.583092175309003680e-06,1.384757310344810963e-03,6.440137447263215471e-04,4.258740713670550290e-04,9.928063738103326714e-04,2.240473030897141386e-03,-1.000743904671188992e-03,1.575437823384741092e-03,8.399853139011718896e-05,7.516673220501494859e-04,7.593702676853307043e-04,8.239097882866561673e-04,7.870071682876758363e-04,3.128565960280848255e-04,6.891633509205731057e-04,7.769003104025035784e-04,6.655889740429680795e-04,2.346723765603911372e-04,4.310880994900983870e-04,0.000000000000000000e+00,0.000000000000000000e+00
9.224945465018176980e-04,-7.948350368535298058e-04,2.250940915140302832e-03,2.412106142770512117e-04,-8.569880556181177925e-04,-1.197971345497584033e-03,-5.066653511064347264e-04,9.165193592556014754e-04,7.755451886463577468e-04,1.588837142501906387e-03,-1.185430442833308989e-03,1.266775747177357678e-03,4.857514517780050123e-04,1.196567148286812893e-03,2.116883834225452836e-05,-4.308418705863043311e-04,-1.041432655531314682e-03,-2.272545174192630102e-04,3.285129653515718885e-04,6.038860982662040775e-04,5.228875959874905704e-04,4.682324536418104892e-04,2.794386707452163306e-04,-1.054070474410804962e-03,-1.595701093214019987e-03,4.863186968876164222e-04,-8.512818608424422076e-05,1.322026427373943543e-03,1.715145349520252535e-03,6.624632608606110694e-04,7.598393117131714428e-05,1.436790765465773088e-04,3.707224753468472034e-04,1.652862678498837144e-03,1.605423875043966676e-03,-1.138567594811517149e-03,1.024599238334291274e-03,2.076988256466177386e-03,4.874661849696836514e-04,7.885021598496768508e-04,-4.311992227890565609e-05,4.696951118792124457e-04,9.265042313025354795e-04,1.251639607434537052e-03,7.315016614021287731e-04,9.809971997980261119e-06,1.578704071752037256e-03,7.342020172584017273e-04,4.855151324917313473e-04,1.131825553160342550e-03,2.554312948030236768e-03,-1.140909769781142105e-03,1.796083069075431757e-03,9.575106967318715366e-05,8.569327155172824957e-04,8.657263893481865428e-04,9.392949257855946928e-04,8.972136003813072818e-04,3.566452044926697574e-04,7.856948922997796132e-04,8.857081964671708989e-04,7.587766870518362818e-04,2.675049366610111824e-04,4.914108282775927388e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.035293709699968345e-03,-8.920372156624931104e-04,2.526199782092703339e-03,2.707014874676939593e-04,-9.617865223208379045e-04,-1.344466702770580335e-03,-5.686457385597244469e-04,1.028586988485384645e-03,8.703660700666928122e-04,1.783124815107494168e-03,-1.330358129386632936e-03,1.421702510315659904e-03,5.451400785340575683e-04,1.342873414808564954e-03,2.375307982777809997e-05,-4.835594438793324292e-04,-1.168783910638563532e-03,-2.550512116709372423e-04,3.686744985869276994e-04,6.777148247026688367e-04,5.868221298026462520e-04,5.254970795593581117e-04,3.136116368251831796e-04,-1.182973385743109470e-03,-1.790858647461983540e-03,5.457702004702846875e-04,-9.557106955150344234e-05,1.483703580060638690e-03,1.924871886720823811e-03,7.434266679332388224e-04,8.520176937080076477e-05,1.612275684921291106e-04,4.160630659541759220e-04,1.854986825228043543e-03,1.801755661141458791e-03,-1.277789266330450844e-03,1.149880745280726932e-03,2.330974055555938736e-03,5.470780877404362230e-04,8.849170870195423267e-04,-4.838107023540828567e-05,5.271601418210824803e-04,1.039796745787835734e-03,1.404698484434838178e-03,8.209696569910414918e-04,1.103110360930942198e-05,1.771757326899842588e-03,8.239747425319114953e-04,5.448813656148516430e-04,1.270204255615511651e-03,2.866707074621784035e-03,-1.280430058827364574e-03,2.015711814228896438e-03,1.074493618482353833e-04,9.617130963425882034e-04,9.715924767758535698e-04,1.054148443274915449e-03,1.006912266362256685e-03,4.002319959023455326e-04,8.817816471791079316e-04,9.940147525388158632e-04,8.515350340934966329e-04,3.001861437619368460e-04,5.514555717617967198e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.147512855669700514e-03,-9.887397647081954018e-04,2.800043373335353841e-03,3.000406376423052834e-04,-1.066046313669530418e-03,-1.490209003197858362e-03,-6.303076002633713247e-04,1.140078411643714222e-03,9.646993498698578718e-04,1.976413520021247632e-03,-1.474540865094490063e-03,1.575832677858896936e-03,6.042232647384484807e-04,1.488427394680436402e-03,2.632392231685403339e-05,-5.360061113121936246e-04,-1.295480542505725785e-03,-2.827051068596539494e-04,4.086294436638122658e-04,7.511638621655697358e-04,6.504278372808874973e-04,5.824671702888375340e-04,3.476088065989346265e-04,-1.311213706034009344e-03,-1.985012986347780336e-03,6.049159507714169234e-04,-1.059603856238839216e-04,1.644549393680268430e-03,2.133520073769403207e-03,8.239737425631027835e-04,9.437214677548359625e-05,1.786857073976902443e-04,4.611704598475542451e-04,2.056071731724182141e-03,1.997077979800252531e-03,-1.416295287560147709e-03,1.274518042109967731e-03,2.583653987753268058e-03,6.063834294366273695e-04,9.808362194393489743e-04,-5.361525130076036003e-05,5.843296821314362651e-04,1.152506724182750632e-03,1.556970357899568240e-03,9.099775521370107728e-04,1.224584892379933508e-05,1.963817972562565285e-03,9.132858313898689585e-04,6.039422892625760219e-04,1.407871444888918449e-03,3.177495047609072733e-03,-1.419233165948416463e-03,2.234211314194137991e-03,1.190873930271270993e-04,1.065954670723841301e-03,1.076914178390980152e-03,1.168411377243391749e-03,1.116046849154243977e-03,4.435945884130273499e-04,9.773742822240753109e-04,1.101764374411342944e-03,9.438163946641224458e-04,3.326992136841412846e-04,6.111915014206338245e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.259119845579796020e-03,-1.084914992912874507e-03,3.072393264216457393e-03,3.292196606193436323e-04,-1.169737574501735367e-03,-1.635156511821295438e-03,-6.916332803430102908e-04,1.250961699371127720e-03,1.058518011084853350e-03,2.168647902013141806e-03,-1.617937362440127237e-03,1.729122108743125002e-03,6.629840880582242666e-04,1.633187402771704797e-03,2.888062730209900315e-05,-5.881668559066629198e-04,-1.421486270707493981e-03,-3.102082858527989190e-04,4.483663562231347669e-04,8.242121741194724776e-04,7.136865007058341591e-04,6.391264083012410764e-04,3.814204418445906364e-04,-1.438754712867874527e-03,-2.178108511293943162e-03,6.637390078408169670e-04,-1.162931614972940596e-04,1.804517803265541813e-03,2.341030156681040992e-03,9.040814163864311324e-04,1.034924358944012534e-04,1.960484909604548985e-04,5.060317374448102890e-04,2.256059810405549020e-03,2.191334893550341435e-03,-1.554045996164899910e-03,1.398475433421966221e-03,2.834955690012919312e-03,6.653652246864971741e-04,1.076232085970934465e-03,-5.882096822658536278e-05,6.411873597113054322e-04,1.264601887473080230e-03,1.708411618842663703e-03,9.984998544871528242e-04,1.345385773214663711e-05,2.154831005400462043e-03,1.002109705314887167e-03,6.626809878560532699e-04,1.544787694808716794e-03,3.486587863029088491e-03,-1.557279343712671127e-03,2.451518994076185703e-03,1.306618279677595269e-04,1.169627584157719065e-03,1.181661330389309743e-03,1.282051003496091418e-03,1.224586093193214811e-03,4.867205618125410981e-04,1.072445419536139548e-03,1.208926202958092531e-03,1.035594339659355904e-03,3.650348331531249159e-04,6.706015081159641790e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.370106296675910893e-03,-1.180555669254503828e-03,3.343228994943931234e-03,3.582363680880641557e-04,-1.272852508387926906e-03,-1.779298332508538185e-03,-7.526181663896399504e-04,1.361228521093408358e-03,1.151815007837578503e-03,2.359813520193122620e-03,-1.760536837626760966e-03,1.881559289179180047e-03,7.214181372622806808e-04,1.777142564886674981e-03,3.142300737354596785e-05,-6.400377544456622861e-04,-1.546791621854158279e-03,-3.375586777036131809e-04,4.878822545653178563e-04,8.968542757784321974e-04,7.765933718201348040e-04,6.954705418643301060e-04,4.150440065471231875e-04,-1.565586817443227361e-03,-2.370130708574624562e-03,7.222349550517860118e-04,-1.265686172771340282e-04,1.963596794631480152e-03,2.547386546699716321e-03,9.837436711725639545e-04,1.125619505441383502e-04,2.133146191162065821e-04,5.506435321021883400e-04,2.454936037349931318e-03,2.384511809867971913e-03,-1.691031035938470256e-03,1.521743609180303087e-03,3.084860282288800441e-03,7.240190452089895548e-04,1.171097522544378060e-03,-6.399782562237857364e-05,6.977289058584304742e-04,1.376073815615605229e-03,1.859010892040656752e-03,1.086529918725609835e-03,1.465504493657509877e-05,2.344782075991021751e-03,1.090439693615282302e-03,7.210930515249769010e-04,1.680942719301058543e-03,3.793962300082567417e-03,-1.694558214073225814e-03,2.667618528486767442e-03,1.421718014598939662e-04,1.272724050696698176e-03,1.285826066573163328e-03,1.395058786720875747e-03,1.332521846032986212e-03,5.296066789652556115e-04,1.166987920877447186e-03,1.315492190419644599e-03,1.126861975404845704e-03,3.971905758551603875e-04,7.296811299583303746e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.480483308380322466e-03,-1.275671342355195548e-03,3.612577642545607062e-03,3.870936691048268040e-04,-1.375401409667460165e-03,-1.922648860446315652e-03,-8.132683432970743819e-04,1.470889899560773924e-03,1.244599672329328374e-03,2.549929487369503953e-03,-1.902353523585955698e-03,2.033159462811420359e-03,7.795312612176359289e-04,1.920307274722034621e-03,3.395132675271033215e-05,-6.916239820357333737e-04,-1.671409107386547790e-03,-3.647590062392048809e-04,5.271810969452710854e-04,9.690974360802113649e-04,8.391547483523072561e-04,7.515052140556637873e-04,4.484828709372250016e-04,-1.691722683666046839e-03,-2.561098758584472949e-03,7.804096459356942841e-04,-1.367877717576294048e-04,2.121802278346717526e-03,2.752609874826033708e-03,1.062968471426873956e-03,1.215815966023766053e-04,2.304858276861406266e-04,5.950103112816438906e-04,2.652720294974286654e-03,2.576628043052879048e-03,-1.827264085074988605e-03,1.644334897761907249e-03,3.333392745871010480e-03,7.823507605714178194e-04,1.265442018678251956e-03,-6.914633199988087992e-05,7.539599785068569308e-04,1.486933655163413066e-03,2.008783236976740844e-03,1.174076555624101008e-03,1.584954248390501626e-05,2.533690175062764099e-03,1.178284631695929651e-03,7.791843260904878768e-04,1.816350129996575566e-03,4.099649086634039701e-03,-1.831083485242574697e-03,2.882531521141704686e-03,1.536184736468357607e-04,1.375254382576273846e-03,1.389418806760540437e-03,1.507446028707905370e-03,1.439864901904888564e-03,5.722572335380123401e-04,1.261011246249965547e-03,1.421472996389276655e-03,1.217628429073152121e-03,4.291696632222629943e-04,7.884362768886300776e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.590275580205903439e-03,-1.370283275047359372e-03,3.880499468873246580e-03,4.157980307847664926e-04,-1.477407202242292817e-03,-2.065240147021618709e-03,-8.735973641442784697e-04,1.579970367859800766e-03,1.336892769852288804e-03,2.739038339691413949e-03,-2.043419118076906637e-03,2.183956552151156746e-03,8.373364709254072251e-04,2.062713565060813551e-03,3.646616449698026604e-05,-7.429370656973005105e-04,-1.795366586694476701e-03,-3.918153429125943179e-04,5.662716859664959808e-04,1.040957826863353518e-03,9.013846387034234577e-04,8.072429749536785609e-04,4.817445279537682559e-04,-1.817190510458399503e-03,-2.751055363890341984e-03,8.382761032324390852e-04,-1.469528997709162739e-04,2.279169658607615653e-03,2.956746056559833320e-03,1.141773542776527289e-03,1.305533913445108016e-04,2.475659713767113727e-04,6.391420110112953782e-04,2.849456833350368090e-03,2.767726577239195979e-03,-1.962775600587474654e-03,1.766276732827745102e-03,3.580608681175897687e-03,8.403734288769551617e-04,1.359286689292229329e-03,-7.426762724724212826e-05,8.098931650429912156e-04,1.597206211743351688e-03,2.157762166699313776e-03,1.261159365211957008e-03,1.703763332532754152e-05,2.721597567644262836e-03,1.265664179345424474e-03,8.369678164551974881e-04,1.951040221186403851e-03,4.403716611498278456e-03,-1.966885680431519970e-03,3.096306053580719780e-03,1.650044181158683519e-04,1.477241525890221358e-03,1.492462735734865565e-03,1.619237879083758845e-03,1.546639281294493601e-03,6.146817760595973956e-04,1.354536442323928938e-03,1.526892339560451117e-03,1.307914011635169689e-03,4.609792589859799386e-04,8.468800990905530875e-04,0.000000000000000000e+00,0.000000000000000000e+00
